ID,Weight,Sequence
1,5,015b_HandLRDownFullFast,0.1,033g_FootLupFullFast,030c_FootRupFullMed,0.5,002e_HeadLRupHalfFast,011c_HandRupTwitch,014g_HandLupTwitch,0.1,011d_HandRDownTwitch,014h_HandLDownTwitch
2,1,015b_HandLRDownFullFast,0.1,033g_FootLupFullFast,030c_FootRupFullMed,0.5,002e_HeadLRupHalfFast,0.5,010a_HandRupHalfMed,013a_HandLupHalfMed
3,1,015b_HandLRDownFullFast,0.1,033g_FootLupFullFast,030c_FootRupFullMed,0.5,002e_HeadLRupHalfFast,0.5,010a_HandRupHalfMed
4,1,015b_HandLRDownFullFast,0.1,033g_FootLupFullFast,030c_FootRupFullMed,0.5,002e_HeadLRupHalfFast,0.5,013a_HandLupHalfMed
