Name,Sequence
fear_high_1,025a_ShoulderRotRHalfFast,0.1,009a_HandRupFullFast,014g_HandLupTwitch
fear_high_2,025a_ShoulderRotRHalfFast,0.1,009a_HandRupFullFast,014g_HandLupTwitch,0.5,005f_HeadRDownLowFast
fear_high_3,027a_ShoulderRotLHalfFast,0.1,012a_HandLupFullFast,011c_HandRupTwitch,0.5,008f_HeadLDownLowFast
fear_low_1,025a_ShoulderRotRHalfFast,014g_HandLupTwitch
fear_low_2,025a_ShoulderRotRHalfFast,014g_HandLupTwitch,011c_HandRupTwitch
fear_low_3,027a_ShoulderRotLHalfFast,011c_HandRupTwitch
fear_low_4,027a_ShoulderRotLHalfFast,014g_HandLupTwitch,011c_HandRupTwitch
fear_low_5,025a_ShoulderRotRHalfFast,035e_FootLupLowFast,0.5,014g_HandLupTwitch,011c_HandRupTwitch
fear_low_6,027a_ShoulderRotLHalfFast,032e_FootRupLowFast,0.5,014g_HandLupTwitch,011c_HandRupTwitch
longing_high_1,001a_HeadLRupFullSlow,0.5,012c_HandLupFullMed,021a_ShoulderLupHalfSlow,025e_ShoulderRotRHalfSlow,019b_ShoulderRDownHalfSlow,1.0,002a_HeadLRupHalfSlow,1.0,013a_HandLupHalfMed,1,002b_HeadLRDownHalfSlow,014a_HandLupLowSlow,0.5,013b_HandLDownHalfMed,1,001b_HeadLRDownFullSlow
longing_high_2,001a_HeadLRupFullSlow,0.5,010a_HandRupHalfMed,019a_ShoulderRupHalfSlow,027g_ShoulderRotLHalfSlow,021b_ShoulderLDownHalfSlow,1.0,002a_HeadLRupHalfSlow,1.0,010a_HandRupHalfMed,1,002b_HeadLRDownHalfSlow,011a_HandRupLowSlow,0.5,010b_HandRDownHalfMed,1,001b_HeadLRDownFullSlow
longing_low_1,001a_HeadLRupFullSlow,0.5,012c_HandLupFullMed,021a_ShoulderLupHalfSlow,1.0,002a_HeadLRupHalfSlow,1.0,014a_HandLupLowSlow,0.5,013b_HandLDownHalfMed
longing_low_2,001a_HeadLRupFullSlow,0.5,010a_HandRupHalfMed,019a_ShoulderRupHalfSlow,1.0,002a_HeadLRupHalfSlow,1.0,011a_HandRupLowSlow,0.5,010b_HandRDownHalfMed
longing_low_3,001a_HeadLRupFullSlow,0.5,012c_HandLupFullMed,021a_ShoulderLupHalfSlow,025e_ShoulderRotRHalfSlow,1.0,002a_HeadLRupHalfSlow,1.0,014a_HandLupLowSlow
longing_low_4,001a_HeadLRupFullSlow,0.5,010a_HandRupHalfMed,019a_ShoulderRupHalfSlow,027g_ShoulderRotLHalfSlow,1,002a_HeadLRupHalfSlow,1,011a_HandRupLowSlow
shame_high_actor_on_left_1,024c_ShoulderRotRFullMed,003b_HeadRDownFullSlow,0.5,019d_ShoulderRDownHalfMed,021c_ShoulderLupHalfMed,0.1,014a_HandLupLowSlow
shame_high_actor_on_right_1,026e_ShoulderRotLFullMed,006b_HeadLDownFullSlow,0.5,021d_ShoulderLDownHalfMed,019c_ShoulderRupHalfMed,0.1,011a_HandRupLowSlow
shame_low_actor_on_left_1,024e_ShoulderRotRFullSlow,003b_HeadRDownFullSlow,0.5,019d_ShoulderRDownHalfMed,021c_ShoulderLupHalfMed
shame_low_actor_on_left_2,024e_ShoulderRotRFullSlow,003b_HeadRDownFullSlow,0.5,019b_ShoulderRDownHalfSlow
shame_low_actor_on_right_1,024e_ShoulderRotRFullSlow,006b_HeadLDownFullSlow,0.5,021d_ShoulderLDownHalfMed,019c_ShoulderRupHalfMed
shame_low_actor_on_right_2,024e_ShoulderRotRFullSlow,006b_HeadLDownFullSlow,0.5,021d_ShoulderLDownHalfMed
anger_1,015b_HandLRDownFullFast,030d_FootRDownFullMed,033d_FootLDownFullMed,0.1,030c_FootRupFullMed,033c_FootLupFullMed,0.5,010a_HandRupHalfMed,013a_HandLupHalfMed,0.1,009b_HandRDownFullFast,012b_HandLDownFullFast
anger_2,015b_HandLRDownFullFast,030d_FootRDownFullMed,033d_FootLDownFullMed,0.1,030c_FootRupFullMed,033c_FootLupFullMed,0.5,010a_HandRupHalfMed,0.1,009b_HandRDownFullFast
anger_3,015b_HandLRDownFullFast,030d_FootRDownFullMed,033d_FootLDownFullMed,0.1,030c_FootRupFullMed,033c_FootLupFullMed,0.5,013a_HandLupHalfMed,0.1,012b_HandLDownFullFast
